Application,"Paano mag-implement ng bucket sort?","I-distribute ang elements sa buckets, i-sort bawat bucket, tapos i-concatenate.","for x in arr: buckets[(x * bucketSize).toInt()].add(x); result = buckets.flatMap { it.sorted() }"
Application,"Paano mag-determine kung kailangan ng counting sort?","Kapag may bounded integer range at small k relative sa n.","Use counting sort when range k is O(n)"
Application,"Paano mag-stabilize ng counting sort?","I-convert ang counting sort sa prefix sums bago mag-place.","for i in 1..max: count[i] += count[i-1]; for x in reversed(arr): result[--count[x]] = x"
Application,"Paano mag-convert ng recursive to memoized?","I-add ang memoization map bago mag-recursion.","fun fib(n, memo) { if (n in memo) return memo[n]; memo[n] = fib(n-1) + fib(n-2); return memo[n] }"
Application,"Paano mag-define ng DP state?","I-identify ang minimal na information na kailangan.","dp[i] = max profit up to day i"
Application,"Paano mag-initialize ng memo?","Gamitin ang HashMap o array na may -1 sentinel.","val memo = IntArray(n+1) { -1 }"
Application,"Paano mag-determine ng recurrence?","I-relationship ang current state sa previous states.","dp[i] = max(dp[i-1], dp[i-2] + profit[i])"
Application,"Paano mag-solve ng problem gamit memoization?","I-define ang recursive function na may memoization.","fun solve(state) { if (memo[state] != -1) return memo[state]; compute and cache }"
Application,"Paano mag-implement ng tabulation?","I-fill ang DP table mula sa base case papunta sa target.","dp[0] = 0; dp[1] = 1; for i in 2..n: dp[i] = dp[i-1] + dp[i-2]"
Application,"Paano mag-optimize ng space?","I-keep lang ang last two values para sa Fibonacci.","var a = 0; var b = 1; for i in 2..n: temp = a+b; a = b; b = temp"
Application,"Paano mag-determine ng iteration order?","Tignan kung aling subproblems ang kailangan muna.","dp[i] depends on dp[i-1], so iterate forward"
Application,"Paano mag-set ng base case?","I-set ang initial values para sa smallest subproblems.","dp[0] = 0; dp[1] = 1"
Application,"Paano mag-solve ng knapsack gamit tabulation?","I-fill ang 2D table na may items at capacity.","for i in 0..n: for w in 0..W: dp[i][w] = max(include, exclude)"
Application,"Paano mag-solve ng climbing stairs?","dp[i] = dp[i-1] + dp[i-2]; dp[0] = 1; dp[1] = 1.","for i in 2..n: dp[i] = dp[i-1] + dp[i-2]"
Application,"Paano mag-solve ng coin change?","dp[amount] = min(dp[amount - coin] + 1) for each coin.","dp[0] = 0; for a in 1..amount: for coin in coins: dp[a] = min(dp[a], dp[a-coin]+1)"
Application,"Paano mag-solve ng house robber?","dp[i] = max(dp[i-1], dp[i-2] + nums[i]).","dp[0] = nums[0]; dp[1] = max(nums[0], nums[1]); for i in 2..n: dp[i] = max(dp[i-1], dp[i-2]+nums[i])"
Application,"Paano mag-solve ng frog jump?","dp[i] = min cost to reach step i from previous steps.","dp[0] = 0; for i in 1..n: dp[i] = min(dp[i-1]+cost1, dp[i-2]+cost2)"
Application,"Paano mag-solve ng maximum subarray?","dp[i] = max(nums[i], dp[i-1] + nums[i]).","maxSum = nums[0]; for i in 1..n: dp[i] = max(nums[i], dp[i-1]+nums[i]); maxSum = max(maxSum, dp[i])"
Application,"Paano mag-solve ng LCS?","I-create ang 2D DP table na may comparison.","if (s1[i] == s2[j]) dp[i][j] = dp[i-1][j-1] + 1 else dp[i][j] = max(dp[i-1][j], dp[i][j-1])"
Application,"Paano mag-solve ng edit distance?","dp[i][j] = min(insert, delete, substitute).","if (s1[i] == s2[j]) dp[i][j] = dp[i-1][j-1] else dp[i][j] = 1 + min(dp[i-1][j], dp[i][j-1], dp[i-1][j-1])"
Application,"Paano mag-traverse ng 2D DP table?","I-start sa top-left at mag-move sa bottom-right.","for i in 1..m: for j in 1..n: dp[i][j] = compute(dp[i-1][j], dp[i][j-1], dp[i-1][j-1])"
Application,"Paano mag-solve ng grid path?","dp[i][j] = dp[i-1][j] + dp[i][j-1] para sa unique paths.","dp[0][0] = 1; for i in 0..m: for j in 0..n: dp[i][j] = dp[i-1][j] + dp[i][j-1]"
Application,"Paano mag-reconstruct ng LCS?","I-trace back ang DP table mula sa dp[m][n].","if (s1[i] == s2[j]) include char and move diagonally"
Application,"Paano mag-solve ng 0/1 knapsack?","dp[i][w] = max(dp[i-1][w], dp[i-1][w-weight[i]] + value[i]).","for i in 0..n: for w in 0..W: dp[i][w] = max(dp[i-1][w], dp[i-1][w-wt[i]]+val[i])"
Application,"Paano mag-solve ng subset sum?","dp[i] = true if may subset na may sum = i.","dp[0] = true; for num in nums: for i in target downTo num: dp[i] = dp[i] || dp[i-num]"
Application,"Paano mag-solve ng coin change 2?","dp[amount] += dp[amount - coin] for each coin.","dp[0] = 1; for coin in coins: for a in coin..amount: dp[a] += dp[a-coin]"
Application,"Paano mag-solve ng partition equal subset?","I-check kung may subset na may sum = totalSum/2.","return subsetSum(nums, totalSum/2)"
Application,"Paano mag-solve ng target sum?","I-convert sa subset sum problem: P - N = target.","return subsetSum(nums, (total + target) / 2)"
Application,"Paano mag-solve ng interval scheduling?","I-sort by end time tapos i-pick ang non-overlapping intervals.","intervals.sortBy { it.end }; count = 1; lastEnd = intervals[0].end"
Application,"Paano mag-prove ng greedy correctness?","Gamitin ang exchange argument: i-swap ang greedy choice sa optimal solution.","If swapping doesn't make it worse, greedy is optimal"
Application,"Paano mag-solve ng fractional knapsack?","I-sort by value-to-weight ratio tapos i-take greedily.","items.sortByDescending { it.value / it.weight }; for item in items: take as much as possible"
Application,"Paano mag-solve ng jump game?","Gamitin ang greedy: i-track ang farthest reachable position.","maxReach = 0; for i in 0..n: if i > maxReach return false; maxReach = max(maxReach, i + nums[i])"
Application,"Paano mag-solve ng gas station?","I-start sa gas na nag-a-add up sa positive total.","if totalGas >= 0, solution exists; start where tank first becomes non-negative"
Application,"Paano mag-generate ng permutations?","Gamitin ang backtracking na may visited set.","fun permute(arr, path, visited) { if (path.size == n) result.add(path); for i in 0..n: if (!visited[i]) { visited[i]=true; permute(arr, path+arr[i], visited) } }"
Application,"Paano mag-generate ng combinations?","Gamitin ang backtracking na may start index.","fun combine(arr, start, path) { if (path.size == k) result.add(path); for i in start..n: combine(arr, i+1, path+arr[i]) }"
Application,"Paano mag-prune ng search space?","I-check ang constraint bago mag-explore ng deeper.","if (!isValid(partialSolution)) return"
Application,"Paano mag-solve ng N-Queens?","Gamitin ang backtracking na may column at diagonal sets.","for col in 0..n: if (col not in usedCols && !diagonalConflict(row, col)) place queen"
Application,"Paano mag-solve ng Sudoku?","Gamitin ang backtracking na may validation.","for num in 1..9: if (isValid(board, row, col, num)) { board[row][col] = num; solve(); if (solved) return }"
Application,"Paano mag-build ng study habit?","Mag-solve ng 1-2 problems daily at i-review regularly.","Daily: solve 1 problem > track progress > review weekly"
Application,"Paano mag-practice ng timed problems?","Mag-set ng 30-minute timer per problem.","Timer: 30 min per problem; if stuck, study solution then redo"
Application,"Paano mag-identify ng patterns?","I-group ang solved problems by technique.","Group: sliding window, two pointers, BFS/DFS, DP"
Application,"Paano mag-review ng past problems?","Gamitin ang spaced repetition: 1 day, 3 days, 7 days, 30 days.","Review: Day 1 > Day 3 > Day 7 > Day 30"
Application,"Paano mag-handle ng interview pressure?","Mag-practice ng verbal explanation habang nag-s-solve.","Explain approach aloud > write code > test > optimize"
